temperature,time,age,maritalstatus,has_children,income,bar,coffeehouse,carryaway,restaurantlessthan20,restaurant20to50,tocoupon_geq5min,tocoupon_geq15min,tocoupon_geq25min,direction_same,direction_opp,y,destination_no urgent place,destination_work,passanger_friend(s),passanger_kid(s),passanger_partner,weather_snowy,weather_sunny,coupon_carry out & take away,coupon_coffee house,coupon_restaurant(20-50),coupon_restaurant(<20),expiration_2h,gender_male,education_bachelors degree,education_graduate degree (masters or doctorate),education_high school graduate,education_some high school,education_some college - no degree,occupation_arts design entertainment sports & media,occupation_building & grounds cleaning & maintenance,occupation_business & financial,occupation_community & social services,occupation_computer & mathematical,occupation_construction & extraction,occupation_education&training&library,occupation_farming fishing & forestry,occupation_food preparation & serving related,occupation_healthcare practitioners & technical,occupation_healthcare support,occupation_installation maintenance & repair,occupation_legal,occupation_life physical social science,occupation_management,occupation_office & administrative support,occupation_personal care & service,occupation_production occupations,occupation_protective service,occupation_retired,occupation_sales & related,occupation_student,occupation_transportation & material moving,occupation_unemployed,car_mazda5,car_scooter and motorcycle,car_crossover,car_do not drive
55,14,21,Single,0,68749.5,0.0,0.5,6.0,6.0,0.5,1,0,0,0,1,0,True,False,True,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
55,14,21,Single,0,68749.5,0.0,0.5,6.0,6.0,0.5,1,1,0,0,1,1,True,False,True,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
55,10,21,Single,0,68749.5,0.0,0.5,6.0,6.0,0.5,1,0,0,0,1,0,True,False,False,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
55,18,21,Single,0,68749.5,0.0,0.5,6.0,6.0,0.5,1,0,0,1,0,1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
55,18,21,Single,0,68749.5,0.0,0.5,6.0,6.0,0.5,1,1,0,0,1,0,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
80,18,21,Single,0,68749.5,0.0,0.5,6.0,6.0,0.5,1,0,0,0,1,0,False,False,False,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
55,7,21,Single,0,68749.5,0.0,0.5,6.0,6.0,0.5,1,1,1,0,1,0,False,True,False,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
55,7,21,Single,0,68749.5,0.0,0.5,6.0,6.0,0.5,1,1,1,0,1,1,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
80,7,21,Single,0,68749.5,0.0,0.5,6.0,6.0,0.5,1,1,0,0,1,0,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
80,7,21,Single,0,68749.5,0.0,0.5,6.0,6.0,0.5,1,0,0,1,0,1,False,True,False,False,False,False,True,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
55,7,21,Single,0,68749.5,0.0,0.5,6.0,6.0,0.5,1,0,0,0,1,1,False,True,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
55,7,21,Single,0,68749.5,0.0,0.5,6.0,6.0,0.5,1,1,0,0,1,0,False,True,False,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
55,14,46,Single,0,18749.5,0.0,6.0,2.0,2.0,0.0,1,0,0,0,1,1,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
80,10,46,Single,0,18749.5,0.0,6.0,2.0,2.0,0.0,1,0,0,0,1,1,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
80,10,46,Single,0,18749.5,0.0,6.0,2.0,2.0,0.0,1,0,0,0,1,0,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
80,10,46,Single,0,18749.5,0.0,6.0,2.0,2.0,0.0,1,1,0,0,1,1,True,False,True,False,False,False,True,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
80,14,46,Single,0,18749.5,0.0,6.0,2.0,2.0,0.0,1,0,0,0,1,1,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
80,14,46,Single,0,18749.5,0.0,6.0,2.0,2.0,0.0,1,1,0,0,1,1,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
80,14,46,Single,0,18749.5,0.0,6.0,2.0,2.0,0.0,1,1,0,0,1,0,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
80,14,46,Single,0,18749.5,0.0,6.0,2.0,2.0,0.0,1,1,0,0,1,1,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
80,18,46,Single,0,18749.5,0.0,6.0,2.0,2.0,0.0,1,0,0,0,1,0,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
80,18,46,Single,0,18749.5,0.0,6.0,2.0,2.0,0.0,1,1,0,0,1,1,True,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
55,14,46,Single,0,18749.5,0.0,6.0,2.0,2.0,0.0,1,0,0,0,1,1,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
55,14,46,Single,0,18749.5,0.0,6.0,2.0,2.0,0.0,1,1,0,0,1,1,True,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
55,10,46,Single,0,18749.5,0.0,6.0,2.0,2.0,0.0,1,0,0,0,1,1,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
55,18,46,Single,0,18749.5,0.0,6.0,2.0,2.0,0.0,1,0,0,1,0,0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
55,18,46,Single,0,18749.5,0.0,6.0,2.0,2.0,0.0,1,1,0,0,1,0,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
80,18,46,Single,0,18749.5,0.0,6.0,2.0,2.0,0.0,1,0,0,0,1,0,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
55,7,46,Single,0,18749.5,0.0,6.0,2.0,2.0,0.0,1,1,1,0,1,0,False,True,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
55,7,46,Single,0,18749.5,0.0,6.0,2.0,2.0,0.0,1,1,1,0,1,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
80,7,46,Single,0,18749.5,0.0,6.0,2.0,2.0,0.0,1,1,0,0,1,0,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
80,7,46,Single,0,18749.5,0.0,6.0,2.0,2.0,0.0,1,0,0,1,0,1,False,True,False,False,False,False,True,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
55,7,46,Single,0,18749.5,0.0,6.0,2.0,2.0,0.0,1,0,0,0,1,0,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
55,7,46,Single,0,18749.5,0.0,6.0,2.0,2.0,0.0,1,1,0,0,1,0,False,True,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
55,14,46,Married partner,1,81249.5,0.5,2.0,2.0,2.0,0.5,1,0,0,0,1,1,True,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
80,10,46,Married partner,1,81249.5,0.5,2.0,2.0,2.0,0.5,1,0,0,0,1,1,True,False,True,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
80,10,46,Married partner,1,81249.5,0.5,2.0,2.0,2.0,0.5,1,1,0,0,1,1,True,False,True,False,False,False,True,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
80,14,46,Married partner,1,81249.5,0.5,2.0,2.0,2.0,0.5,1,1,0,0,1,1,True,False,True,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
80,14,46,Married partner,1,81249.5,0.5,2.0,2.0,2.0,0.5,1,1,0,0,1,1,True,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
80,18,46,Married partner,1,81249.5,0.5,2.0,2.0,2.0,0.5,1,1,0,0,1,1,True,False,True,False,False,False,True,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
55,14,46,Married partner,1,81249.5,0.5,2.0,2.0,2.0,0.5,1,1,0,0,1,1,True,False,True,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
80,10,46,Married partner,1,81249.5,0.5,2.0,2.0,2.0,0.5,1,1,0,0,1,1,True,False,False,True,False,False,True,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
80,10,46,Married partner,1,81249.5,0.5,2.0,2.0,2.0,0.5,1,1,0,0,1,1,True,False,False,True,False,False,True,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
80,10,46,Married partner,1,81249.5,0.5,2.0,2.0,2.0,0.5,1,1,0,0,1,1,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
80,14,46,Married partner,1,81249.5,0.5,2.0,2.0,2.0,0.5,1,0,0,0,1,1,True,False,False,True,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
55,14,46,Married partner,1,81249.5,0.5,2.0,2.0,2.0,0.5,1,1,0,0,1,1,True,False,False,True,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
55,18,46,Married partner,1,81249.5,0.5,2.0,2.0,2.0,0.5,1,1,0,0,1,0,True,False,False,True,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
55,18,46,Married partner,1,81249.5,0.5,2.0,2.0,2.0,0.5,1,0,0,1,0,1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
55,18,46,Married partner,1,81249.5,0.5,2.0,2.0,2.0,0.5,1,1,0,0,1,0,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
80,18,46,Married partner,1,81249.5,0.5,2.0,2.0,2.0,0.5,1,0,0,0,1,1,False,False,False,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
55,7,46,Married partner,1,81249.5,0.5,2.0,2.0,2.0,0.5,1,1,1,0,1,0,False,True,False,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
55,7,46,Married partner,1,81249.5,0.5,2.0,2.0,2.0,0.5,1,1,1,0,1,1,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
80,7,46,Married partner,1,81249.5,0.5,2.0,2.0,2.0,0.5,1,1,0,0,1,1,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
80,7,46,Married partner,1,81249.5,0.5,2.0,2.0,2.0,0.5,1,0,0,1,0,0,False,True,False,False,False,False,True,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
55,7,46,Married partner,1,81249.5,0.5,2.0,2.0,2.0,0.5,1,0,0,0,1,1,False,True,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
55,7,46,Married partner,1,81249.5,0.5,2.0,2.0,2.0,0.5,1,1,0,0,1,0,False,True,False,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
55,14,21,Single,0,18749.5,2.0,0.5,2.0,0.5,2.0,1,0,0,0,1,0,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
80,10,21,Single,0,18749.5,2.0,0.5,2.0,0.5,2.0,1,0,0,0,1,1,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
80,10,21,Single,0,18749.5,2.0,0.5,2.0,0.5,2.0,1,0,0,0,1,1,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
80,10,21,Single,0,18749.5,2.0,0.5,2.0,0.5,2.0,1,1,0,0,1,1,True,False,True,False,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
80,14,21,Single,0,18749.5,2.0,0.5,2.0,0.5,2.0,1,0,0,0,1,1,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
80,14,21,Single,0,18749.5,2.0,0.5,2.0,0.5,2.0,1,1,0,0,1,1,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
80,14,21,Single,0,18749.5,2.0,0.5,2.0,0.5,2.0,1,1,0,0,1,1,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
80,14,21,Single,0,18749.5,2.0,0.5,2.0,0.5,2.0,1,1,0,0,1,1,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
80,18,21,Single,0,18749.5,2.0,0.5,2.0,0.5,2.0,1,0,0,0,1,1,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
80,18,21,Single,0,18749.5,2.0,0.5,2.0,0.5,2.0,1,1,0,0,1,1,True,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
55,14,21,Single,0,18749.5,2.0,0.5,2.0,0.5,2.0,1,0,0,0,1,1,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
55,14,21,Single,0,18749.5,2.0,0.5,2.0,0.5,2.0,1,1,0,0,1,1,True,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
55,10,21,Single,0,18749.5,2.0,0.5,2.0,0.5,2.0,1,0,0,0,1,1,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
55,18,21,Single,0,18749.5,2.0,0.5,2.0,0.5,2.0,1,0,0,1,0,1,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
55,18,21,Single,0,18749.5,2.0,0.5,2.0,0.5,2.0,1,1,0,0,1,1,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
80,18,21,Single,0,18749.5,2.0,0.5,2.0,0.5,2.0,1,0,0,0,1,1,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
55,7,21,Single,0,18749.5,2.0,0.5,2.0,0.5,2.0,1,1,1,0,1,1,False,True,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
55,7,21,Single,0,18749.5,2.0,0.5,2.0,0.5,2.0,1,1,1,0,1,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
80,7,21,Single,0,18749.5,2.0,0.5,2.0,0.5,2.0,1,1,0,0,1,1,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
80,7,21,Single,0,18749.5,2.0,0.5,2.0,0.5,2.0,1,0,0,1,0,1,False,True,False,False,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
55,7,21,Single,0,18749.5,2.0,0.5,2.0,0.5,2.0,1,0,0,0,1,1,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
55,7,21,Single,0,18749.5,2.0,0.5,2.0,0.5,2.0,1,1,0,0,1,1,False,True,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
55,14,26,Unmarried partner,0,56249.5,2.0,9.0,6.0,2.0,0.5,1,0,0,0,1,1,True,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
80,10,26,Unmarried partner,0,56249.5,2.0,9.0,6.0,2.0,0.5,1,0,0,0,1,1,True,False,True,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
80,10,26,Unmarried partner,0,56249.5,2.0,9.0,6.0,2.0,0.5,1,0,0,0,1,1,True,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
